Gene Symbol,Expression Value
LINC01102,3.320548471
AMER2.1,3.047554517
CELF5,3.866160878
MCHR1.2,4.678103307
BIRC3.1,5.984083361
PDE7A.5,3.583214893
NDUFA10.4,3.292495348
NA..3637,5.800479811
NA..3638,8.536653349
CEACAM19,6.548723927
LOC145474,5.336106728
C6orf164,4.353468743
ATXN1.3,4.154727647
DKK3.4,4.659832008
SNX22.1,6.686802746
HSPB9,4.864552714
CREM.5,7.216895521
TMEM165.4,4.135295866
BAG6.3,5.418219918
LYZL1,4.297623565
NA..3639,4.470919322
BC065766,4.374793497
ZNF775.3,3.313645017
MPZL2.2,6.365759782
FAM124A.2,6.027233673
AIG1.1,4.253915206
ARHGEF39,3.864971855
ARHGEF39.1,4.491122098
QSOX1.1,4.303936523
MPI.1,5.063320822
LA16c.380H5.4,5.794830279
TNRC6C.AS1,4.983610275
LOC101926907,5.172533288
CENPBD1P1.3,7.051350067
HECA.1,5.82829946
MLYCD.1,6.403301729
KCNC3.1,5.893351726
CXorf38.1,5.756022456
ZMYND8.4,6.58170324
ZNF678.1,3.787082788
ATP5E.1,4.118086962
PBX4,5.303229522
NA..3640,4.796064807
SHC4,3.41436241
FAM182A.1,3.70284949
SPTBN1.9,3.301510045
LINC01341,5.868678255
ZNF597,4.148383899
NA..3641,3.979979847
RPS6KA4.1,4.503283243
PARD3.AS1,3.363091533
VASH1.2,5.440100083
KCNC1.1,3.454958015
LOC100505942,5.482326731
ELK4.4,5.017092022
MS4A6A.4,5.024324527
KSR2.1,4.636616041
LOC100134317,5.629033509
NA..3642,5.11238731
ACSM2A.1,11.46409526
MED30.2,3.935414309
IMMP1L.1,4.435863045
XRRA1,5.088483874
KNDC1.1,5.068571329
FGD4.1,4.864552714
STXBP6.3,5.117916449
KANSL1L.2,6.122235066
LOC100507530,5.467816233
RASGEF1A,5.466846966
SIPA1L3.1,4.480733317
ATP6V1G3,7.099083006
MORC2.AS1,6.817794667
KIAA1430.2,3.801437111
DLL3.3,6.557955126
KIAA1430.3,3.704345712
EIF3H.1,4.60824186
NA..3643,5.433053328
WWC2.AS2,4.496315089
SGK2.1,7.88499197
LOC100130938,4.912053839
MSRB2.2,5.462722979
BLOC1S3.1,5.986063717
LINC00844,5.60031724
ZNF471.1,5.452818473
LOC728705,6.628338965
NA..3644,5.110355458
NA..3645,4.159894096
HECA.2,6.038843556
LOC100287728,4.727643507
LOC100287728.1,5.023978908
KCNJ15.2,7.916321498
NA..3646,5.176393505
STGC3,4.420839393
LOC285074,7.338920651
TRAF3IP2.AS1.1,4.501924583
NA..3647,5.761935565
LOC729887,5.536744605
NSL1.2,4.842176069
GRIK3.1,3.246696655
NA..3648,3.622929541
PGM5.AS1,7.0256664
KALRN.3,4.383780329
SLC7A3,4.53145719
RP11.554J4.1,5.69753127
NA..3649,8.662267464
LRRC46,5.122925557
LRRC46.1,4.231993012
ACMSD,9.275340894
COL27A1.4,5.110744315
RP13.270P17.3,4.834340503
RP11.305K5.1,6.039937116
LOC100287525,6.541308148
NA..3650,5.058584425
TSACC,5.36757543
CLINT1.2,4.266853613
NA..3651,3.62342398
SYPL2,6.825225582
SCAND2P.4,5.147724078
GMEB1.1,4.517239792
NA..3652,3.89559892
DUOXA2,6.343823258
LAMB2P1,5.523493429
OVOL1.AS1,5.875307445
NA..3653,7.718343815
ARNT.3,7.153965679
USP27X.1,6.914777
IAH1.1,8.302842533
MLLT4.5,4.884443954
USP28.1,7.087107551
SLC25A27.3,6.639112914
TSPAN12.1,6.642671797
TSPAN12.2,6.902665976
NA..3654,4.36377392
EP400.2,3.57767127
EP400.3,4.244880809
AK4.3,7.883250364
IL10RB.AS1,3.891027949
IL10RB.AS1.1,4.946102853
TMEM102,4.998389863
ADAT3.2,5.675489989
TUG1.4,4.41751525
KLF9.4,5.967710137
SFXN4.2,6.724145949
NA..3655,6.291428595
ICA1.5,4.832170516
FMNL3.1,5.675349158
LOC100505938,5.744728421
RP11.297L17.2,6.324885379
WNT9A.1,4.215912038
LRFN5,3.897335764
FRMD3.1,7.739544116
FNDC5.2,4.766200788
LOC102723990,5.630419416
LINC00926.1,6.368056472
C1orf86.5,4.970925242
SLCO5A1.1,2.842434645
NA..3656,5.897777132
ARAF.1,4.210185806
LOC102724356,8.06796603
NA..3657,5.453523784
NA..3658,5.647801075
CIRH1A.2,8.602867937
TMEM165.5,4.636258633
SLC7A2.2,4.798910421
NA..3659,5.200773868
SERTAD4.1,6.698270213
NA..3660,5.769188975
RNF187.4,5.245154005
NA..3661,4.370401422
H2BFXP,5.34155209
GUCY1A2.3,4.223920141
HOXA11.AS,4.693424877
FAM204A.2,5.085249273
NKAIN4.2,5.672117049
RASA2.2,8.700813566
IGSF10.1,6.683104017
CTD.2083E4.7,4.747854913
BC030152,5.392586614
PKHD1L1,4.816092236
LGR4.2,3.886342676
LOC101927824,4.703551792
TMEM19.3,4.56800653
EXOC3L4,5.995072894
RGS5.5,3.990729292
DCAF10.3,3.962455603
SLITRK4,5.427286608
TBRG1.4,4.080382087
ABCC3.2,7.19284764
PPP4R1L.3,4.864552714
GTPBP10.1,3.482103746
LINC01184.1,5.006559163
SLC13A3.2,5.662450145
SLC13A3.3,6.685544631
NA..3662,6.576988598
NA..3663,6.793021066
TUBB1.1,3.824828582
STX1B,6.049065447
LOC157503,3.033662453
ATP2A1.1,4.316926558
NA..3664,3.895621573
RSPH9,4.588664622
LOC100289092,4.740189061
BBS5,3.992085967
CALN1.2,3.132222393
PGLS.3,4.386063704
RTN4RL1,4.658750005
KIF9.2,7.594943425
NA..3665,4.75621253
NA..3666,7.328364409
ITGB4.4,5.529523298
SLC2A5.2,4.321695564
CAMK2N2.1,5.301529265
SORL1.2,4.729770933
PRICKLE1.2,6.780967575
ZBTB7A.5,5.450373085
MIR210HG,5.811608312
NA..3667,6.085129674
LOC101930059,8.752879191
NA..3668,6.013790838
NA..3669,6.372988408
ZNF518B.1,4.37559564
SMLR1,5.243485058
LCN12,5.874666691
HSF5,3.498748703
ING3.1,3.319064365
RNF182,4.39533287
C16orf52.2,6.209306172
BNC2.2,8.176481362
SPATA18.1,5.662960358
C11orf57.5,5.291375335
LOC101929687,4.981040734
MRPL38.1,4.699320105
CISD3.1,5.711865593
FKBP14.1,8.034090006
RP11.355B11.2,6.341191074
SGCD.5,4.264566768
ZDHHC8.1,6.253506485
MAPK4.2,4.462689369
NA..3670,8.367238529
STRN.5,7.074114314
NA..3671,5.451775169
LOC102724316.1,5.285453455
LOC102724316.2,6.324213117
RP11.196G18.23,4.658750005
FAM210A,6.358962704
EHD3.1,7.777560696
P2RX7.1,5.38744385
RBM5.3,6.829306447
HOXB.AS3,5.362669816
FSTL1.1,8.468085361
TOX3.3,5.552707443
NA..3672,9.895850818
TTC39C.1,4.998389863
SLC16A6.1,4.18862704
CAMK2D.3,5.057025481
BAG2.1,4.589186442
WNT4.2,5.466564844
NA..3673,3.933412075
PATL2,5.205499476
ZBTB38.3,5.809059692
RHBDL3.1,5.725431214
ZNF683,6.459421046
NA..3674,7.188144582
GEMIN8.2,6.430405462
SNX14.1,6.198630702
ZFY.1,4.517088335
NA..3675,6.663229762
NA..3676,6.629115405
SPATA17.1,5.327621788
NA..3677,5.119180747
NWD2,3.008363292
GART.6,4.161199629
RP11.416N2.4,4.012084101
NA..3678,4.343711173
DENND2C,4.815142075
NA..3679,5.414268356
NKAIN4.3,4.147241947
HNF4A.4,8.066906208
ZNF385D.1,5.818045662
PTGR2.2,4.728554688
SPG20.2,3.883482156
RNF157.AS1,5.205170544
PRDM15,6.346967604
NA..3680,3.704337173
TNRC6B.4,6.230676469
LINC00886,5.939784615
LINC01088.2,4.147746262
SORD.2,4.205835785
LOC283713,3.497348927
PRAC1,3.704345712
SALL3.1,4.688762305
ZCCHC8.1,4.739848768
LOC101927886,4.952960981
GCNT2.1,8.298202673
ZNF280B.2,3.08726054
NA..3681,4.94531817
NA..3682,9.092166396
FAAH2,6.840084105
LRRC16A.3,8.306148726
PELI2.1,4.312888746
NA..3683,7.802501296
LINC01191,4.769986137
LINC01191.1,3.702763388
NA..3684,4.587698316
LINC01119,5.186788632
ADCY4,8.363749207
RPRD1B.1,5.725217993
ARHGAP24.2,6.114276106
ARHGAP24.3,7.166695962
NKAPL.1,2.95518137
MIR142,6.031287405
FAM65A.1,5.070446628
CCDC151,6.129368559
FNTA.2,4.387874249
NA..3685,3.802485862
JMJD4.2,5.422811903
SPATA33.1,5.986253557
LINC00511.1,5.129779608
LEPREL1.1,5.668281779
C19orf81,4.160958967
LOC389765,5.648451159
NA..3686,5.203266874
NA..3687,3.569262535
NA..3688,5.727230429
C2CD4C,6.276903228
CEP95.2,6.722662678
ZNF148.3,6.671268178
TMEM61,7.68946844
NA..3689,5.189271315
Mar-10,5.124726777
NA..3690,2.955906406
MMD2.1,5.799076547
NA..3691,4.999964191
NA..3692,4.695333512
CST9L,3.475272252
SLC51B,5.923397423
FRMD5.1,3.361460334
RTF1.2,5.426349053
ACRBP.2,4.812302436
NA..3693,4.773065693
KRTDAP,3.473431758
ST8SIA4.3,3.319559331
LOC100132057,5.345684702
CIAPIN1.2,3.980518896
PRMT8.1,5.089552704
SMIM1,6.287424234
NA..3694,4.080902555
NA..3695,6.136741152
NA..3696,4.922773207
AC010980.2,4.025482252
MIR3185,6.350264934
AKAP5.1,3.561129489
WRNIP1.3,4.669962728
NA..3697,6.958826088
KCNA1.1,4.469330993
NA..3698,5.898502129
C16orf13.5,5.976778946
STAC3,5.947972993
FEM1A.1,6.024542938
BCAR4,3.75351098
GATA4.3,5.323029898
ARSG.1,5.292104257
ZNF497,3.423358711
LINC00673,3.76660172
NA..3699,4.167895515
CEP19.1,4.860750109
DKFZP434L187.2,3.230273356
NA..3700,4.669302598
LRP2.1,10.28685948
NIM1K,5.064453211
LIX1,3.223219209
CYSLTR1.1,4.284854215
COL6A6,4.846703831
NA..3701,6.334948148
FAM155A.1,3.17281414
CFL1.2,5.5229034
DHX30.3,6.843799405
ARPC4.5,5.86615329
TTLL3.2,6.370679539
SLC36A4,3.468347841
ATP11A.3,9.464564318
ZNF883,3.264703011
IGHD.5,5.171275059
COG1.1,3.64167162
BAG2.2,5.845555349
KIAA1652.1,6.977620325
CCDC42,4.274688034
DLX6.AS1,3.342908173
NXPH2.1,3.582263296
LOC101930112.2,6.56895032
LOC101930112.3,5.062341025
RP11.182L21.5,6.928296124
CDC14B.5,5.37821034
WDR91.2,5.688377704
LOC645321,5.658166171
KIAA1328,4.100632534
TUBE1.1,3.04266711
NA..3702,6.259510898
DNAJC21,5.665998317
NA..3703,5.851615007
HAPLN1.3,2.958306235
BEND4,3.044256702
CCDC30.1,4.290994539
RP11.108L7.15,3.900053811
SETD4.2,5.137618966
CCDC110,3.510078057
PCSK4,6.482160238
NA..3704,5.344515322
TDRP.1,7.718590585
FSD1L.1,3.981885831
NA..3705,5.123176905
GALNT10.2,5.461400477
GPRC5C.1,5.108401356
TACR1.3,4.662666815
COX18.1,4.226718528
LOC100288181,3.666851593
SIX1.2,5.722628097
ASPDH,6.513920777
ABCG1.2,6.653273749
HNF4A.5,6.900241451
DHRS7C,4.663586591
NODAL,5.280523139
PLCG2.3,6.985905241
GALK2.2,7.155600604
ZNF233,3.716983324
TRABD2B,6.816469573
MAP3K12.2,7.154070815
FUNDC2.1,6.730532623
FAM19A1,4.033607108
TTLL6,5.628026684
APBB1IP.2,7.124605283
ODF2L.1,4.813074649
CTD.3025N20.3,3.369004548
NA..3706,4.153020744
UBE2J2.3,5.182272357
LOC338620,4.138966237
PLG.1,8.409487819
RNF130.4,5.049576077
DSTN.2,4.424310831
LOC102724967,6.126125264
HAGLROS,5.008081898
DNAJB13,6.117728867
LOC101929072,7.109199654
ATF5.3,6.456043277
LOC100996457,4.671637327
LOC100288123,4.400065626
LINC01125,4.75211812
CMTM5,5.571221786
SOX17.1,4.359761073
C6orf223,4.778974224
NA..3707,5.771999371
FMN2.3,5.65583267
Sep-12,6.02629768
RP11.95D17.1,5.070065312
SLC23A3.1,9.329670912
CNDP2.2,5.258463484
EPB41L5.3,6.61974497
RP11.426C22.5,5.713798192
LOC100286922,3.530556203
NOL4L.2,5.147852046
NOL4L.3,4.623909095
COLCA1,6.28103284
NA..3708,3.630631881
NA..3709,8.727419283
NA..3710,4.778607255
IGDCC3,4.530358516
NA..3711,6.558905649
DCLK1.3,4.08509999
EMX2OS,6.69692056
FREM2,7.689812799
USP2.3,6.01856639
IL4I1.1,5.539940945
USP7.3,5.647276652
HDAC9.3,4.549598626
TEX38,4.786203309
NA..3712,5.750503791
GLTPD2,5.285350827
ANKRD9.1,8.468718301
SH2D5,5.188239913
DDX19B,6.262921211
RP11.109E10.1,4.862900107
AK8.1,7.480133908
NPM2,6.674249268
LINC00967,4.152387827
BMPR1A.3,4.421237135
MIR142.1,5.747971286
CATSPER3,4.822308804
SOX1.1,5.472157632
FAM129C.2,3.962455603
NA..3713,3.704345712
C9orf131,6.176758035
KLF8.1,5.054207314
NA..3714,6.940612452
ADD2.3,5.358786228
TSSK6.1,5.235938756
KIF13A.2,4.684494763
LOC102724156,5.482988574
BTNL9.3,6.731436382
C6orf118,3.47590325
FAM181B,4.508782448
CMBL.1,5.295798259
LPP.5,4.157957156
TTC21A,5.590834236
CBX3.3,6.30176826
NA..3715,4.919326468
NA..3716,5.704819
FIBIN.1,5.975135746
RABEP1.4,4.848390825
SLC35B3.1,4.906908342
NA..3717,4.5957836
NA..3718,7.071456237
SPATA8,5.467946466
NA..3719,3.989839376
UNC5CL,8.235371489
PLA2G12B.1,5.449686585
AP1AR.1,3.450579232
LARP1B.2,4.829758871
SLC35G1,4.516310915
NA..3720,6.178196244
TRIM50.1,5.56039523
KLF15.1,7.743241576
ARNT.4,6.281549488
STK11.1,7.302330132
PALM3,7.537757156
C19orf26.3,6.152409653
ARX,6.058353967
SLC6A19,9.20571654
OCLN.2,8.4588347
CARS2.2,4.169021488
LOC101929886,6.289954676
SYT7.3,4.632189526
EFHC1.2,6.119490813
NA..3721,3.892824341
LOC100506082,3.53821395
F5.2,4.020497147
ZRANB2.AS1,4.285372485
KGFLP2,5.952017381
LOC286071,4.732081239
DSC2.3,3.746521622
NA..3722,6.997611172
OTUD1.1,6.388667462
LOC100505774,5.986835849
NA..3723,3.98387374
NA..3724,4.355234311
NAA30.3,4.605809916
RORB.1,4.674263579
POLR1E.2,4.191664828
NA..3725,3.476572744
PCDP1,5.806218224
C1orf194,5.772038834
C11orf31.5,9.806883911
LINC01023,6.024512001
NA..3726,4.930236793
NA..3727,3.895621573
LMO2.1,3.76660172
HRASLS5,4.198354584
LINC00948,4.382358632
GLOD5,6.724278453
KCNB1.2,4.030345304
SPACA4,5.519105255
NA..3728,4.045977179
AC018755.16,6.60874776
NA..3729,7.291568341
FXYD4,10.04192671
SCAND1.1,8.3929436
NA..3730,3.607384406
MIR302B,4.333059801
DOCK9.AS2,5.365372968
NA..3731,3.100682901
NUP50.5,3.635382155
PDE6D.2,3.367057311
CLCN4.4,4.325224044
AKAP12.4,7.707863285
SLC47A2,7.859529405
NA..3732,4.884276771
IYD,4.93587942
YTHDF3.AS1,6.012234694
MIDN.2,4.563905393
C1orf168,5.833169778
NA..3733,4.182472927
ABI2.7,7.290743947
C16orf82,5.687435669
C1orf192,5.186788632
SLC25A37.8,4.824806498
NANOG.1,5.536806078
CDAN1.1,5.056397535
C2orf73,4.626877325
NA..3734,3.64167162
ETV5.4,3.582263296
WDR96.2,4.922292103
NA..3735,4.431248427
AB488780,7.08829249
NA..3736,5.36757543
MORF4L2.AS1.1,3.85405561
LOC100505664,5.396107928
NA..3737,5.17088681
NA..3738,3.49964013
RP11.252E2.1,4.207136483
FCRL3.1,3.899459796
LOC100996643.1,5.485340346
LOC101928045,4.143488851
PCAT4.1,3.654994821
NA..3739,6.310116628
NA..3740,5.127550036
FKBP15.2,3.652544984
RRAD.2,4.025483442
NA..3741,6.906670639
CROT.1,3.789107149
KCNN3.2,4.592808758
TDRD5,4.345895717
RP11.399E6.1,3.478501188
BMS1P6,6.679739587
NA..3742,6.124937861
FUS.5,6.329575146
NA..3743,4.155873752
NA..3744,5.29631467
SCYL3.1,5.645711522
SNRPE.2,5.017833405
NA..3745,3.787027851
SPATA22.2,3.15633277
POLH.4,5.058608439
RP11.190A12.8,6.186016552
FAM181A,4.559788034
ANKRD35,6.462180236
RFC3.2,5.24900101
PKIB.1,2.98264892
HPS3.1,3.013309149
ZDHHC19.1,4.039786958
TRIM36.3,4.613687385
LY9.2,3.415342801
NA..3746,5.204979888
C2orf70,5.337441354
NA..3747,3.278623744
FAM181B.1,3.750703096
MCHR2.AS1.1,5.336140706
FKBP7.2,7.307583064
FAM133A,3.598293094
NA..3748,4.562748842
DRC1,6.15255058
SCP2D1,3.856005511
LOC151174,5.367358465
NA..3749,7.300590556
IDH3A.2,5.353375195
TRPC5OS,3.526432895
NA..3750,4.019907455
TPPP2.1,4.344911922
RP11.217B1.2,5.343478744
NA..3751,3.621083647
TMEM178B.1,5.805540655
SMARCD3.1,5.274329721
PAX9.1,3.038058182
FAM24B,5.806025103
NA..3752,4.593217755
IGFL2,5.308047479
ULK4.1,3.991754125
RP11.61L19.2,6.594402055
DLGAP3,6.149547834
INO80D.4,4.15691231
C16orf86,6.706781914
TINAG.1,8.273309542
DEFB119.1,4.547990156
HAO2.1,7.628539523
TTLL11.1,3.91409268
PTBP1.2,6.192159513
CXorf51A,5.747018858
NA..3753,3.371949448
TRIM8.4,6.215847844
CLDND2,4.552360249
C1orf111,5.000129743
ABCA17P,3.653639297
NA..3754,3.68400527
GPR155,7.792772014
NA..3755,4.108300266
NA..3756,5.328292367
NA..3757,6.785655732
NA..3758,5.01459134
NA..3759,4.661555821
C9orf117.2,4.458411423
PYROXD1.2,3.778430398
NA..3760,3.388620309
BEND6.1,3.645124684
PRR19,4.343228428
HCFC1.2,4.786433129
SPATA4,5.782743956
IP6K3,6.032732255
NA..3761,7.963692958
NA..3762,4.512544852
WIPF1.3,4.605854311
NA..3763,7.37894554
DHX8.2,5.483229565
KIAA1161,5.463163398
LINC00643,3.080395219
SLC28A1.1,6.177714763
ZSCAN2.1,5.646135856
NA..3764,6.337048802
POM121L10P,4.908705524
NA..3765,5.008221649
LPAR3.1,3.126664212
TAOK1.4,4.132079307
SNX32.1,5.906071205
KLRG2,5.603001262
LINC00202.1,5.861077905
PPP1R3F.1,5.11143925
CDK6.4,5.02057151
RP11.271C24.3,7.56582408
LSM14B.3,4.218347736
PTGER1.2,5.481691535
ALDH1L2.2,5.123476847
LOC100505478,6.61081191
ZGRF1.3,2.980351614
NA..3766,7.331429905
NA..3767,4.806624389
NA..3768,5.893351726
SLC13A3.4,4.238398374
EXOC3L4.1,4.246248244
C11orf85,5.546958272
YIF1B.3,6.230255535
NA..3769,6.886649347
PDE1A.2,8.707444957
NA..3770,4.716948258
ZNF570.1,4.866454441
TMEM179,5.41353685
SLC13A3.5,5.555822797
NA..3771,4.75953679
CMTM1.1,5.00029227
CELF4.2,3.483956537
CLEC16A.1,4.5012647
NA..3772,6.758290732
CSMD1.3,5.192751326
PRKAG2.3,5.34733038
NA..3773,6.780368112
MED14OS,4.896998608
NA..3774,3.557298139
BCL2L1.3,6.002215723
HILS1,4.725542704
KCNK10.2,4.166544972
NA..3775,4.738396387
LOC100506125,5.748071623
PCAT6,5.174187416
CTSC.3,6.670030271
NKTR.7,4.106017406
ZFP57,5.515311771
RP11.219B4.3.1,5.871255997
NA..3776,4.804446553
NA..3777,3.300334206
DIO2.4,5.008938519
NA..3778,4.409319557
BHLHE41.2,4.298605148
BHLHE41.3,4.878954201
CASD1.1,3.734591261
NA..3779,4.356217264
NA..3780,6.417661247
LOC727820.1,4.159010061
AX747517,4.125628467
SZT2.3,5.124465762
LOC101060400,3.795528886
WIPF2.3,4.94355904
KANSL1L.3,6.919611373
SPPL2C,4.618562246
NA..3781,5.833777314
MPRIP.4,7.442423794
LOC727944,5.59968598
TCERG1L,3.704345712
RP11.489E7.4,5.412472117
CCND2.3,4.315620315
ZNF582.AS1,6.438840749
CATSPERG.1,5.063014669
NA..3782,4.599167582
ARMC12,4.808345827
TMCO2,4.018841176
COX7B2,3.924717126
LYPD4.1,4.131323074
RP11.12M5.1,4.717993509
MYBL1.1,5.139881144
ASCC3.1,4.894713944
CA13,7.482385212
NMRAL1.1,8.243691788
MED7.2,5.124465762
FRZB.2,4.03411099
NA..3783,7.276640765
LINC00982,6.696391655
NA..3784,7.125180737
DTWD2,6.243382706
LOC101927503,5.754343939
PATE1,3.359538531
HEBP2.1,6.250429256
NA..3785,5.938834369
NA..3786,4.497593096
MGAT4A.3,6.578159186
LOC100506406,5.438576596
NA..3787,3.767773212
C9orf47.1,4.658750005
PRSS54,3.842768565
CCDC88C.2,5.251637948
NA..3788,4.28219647
RCCD1.1,4.898208172
GIPR.1,6.172335618
EID3,3.588309051
NA..3789,3.105983761
NA..3790,3.218984634
ME3.1,5.475095358
NA..3791,7.374376015
DOT1L.2,5.754683241
RP11.353N14.1,6.775686752
AGAP3.1,4.927542256
C16orf93,5.658162299
NUP54.2,3.16158038
NA..3792,4.02238169
LINC00158,3.226333955
PPP3R2,3.926881574
LOC100507520,7.2607766
LYZL4,6.226489025
RP11.382F24.1,3.006667516
NA..3793,3.290888361
NA..3794,4.265285904
TRIM71,4.723621937
NA..3795,7.304620867
LOC101928487,5.062341025
FLJ27354,4.011896978
NA..3796,4.839337014
NA..3797,3.9195177
NA..3798,6.399600319
TSNARE1.2,6.924033494
DNM1P46,3.468347841
KIF9.3,8.653429135
EBP.3,5.977294815
ACER3.4,3.844420251
NA..3799,5.11666733
PSMB2.2,4.106733478
NA..3800,6.119610838
UNC5D,5.447968424
NA..3801,4.234111739
NA..3802,3.886320451
RASGRP4,5.587614461
NA..3803,4.220724047
LINC00445,4.850048035
NA..3804,4.171298604
NA..3805,3.773185014
LOC100505515,5.715594008
LOC101929480,6.026303567
MS4A6E,3.467767689
CPNE4.1,3.181093254
LOC100505498.2,6.657842086
NUTM1.1,7.04285468
TSPYL6,3.270763944
NA..3806,3.506533783
SLC35D3,3.063161466
B4GALT6.2,4.499080932
NA..3807,3.923989825
RP11.102C16.3,4.652764016
DHRS12.2,4.691271218
NA..3808,4.521095703
LOC100996694,3.969040518
LMO3.3,3.297707503
GPR150,5.275905713
LINC01350,3.868142001
NA..3809,4.171240565
SLC22A8.1,8.927729588
NA..3810,3.839933036
LOC780529,4.236069241
CACNG8,6.73395774
RP11.862L9.3,3.919977378
CLEC12B,3.414394565
MRO.2,7.821489917
APOH.1,5.578796898
C20orf141,5.961378655
NLGN1.1,3.396225081
NA..3811,4.445250048
LELP1,5.25698495
NFIA.AS2.2,3.589633506
HOXA10.AS,4.53006146
FDPSP2,4.107720239
NA..3812,4.376140799
BOD1L2,3.50476793
ZNF333.5,4.05667947
PPM1A.4,7.110032152
TDRD10,6.02477497
SLC25A48.1,6.818655336
RNF133,4.294562081
NA..3813,4.392001333
RP11.1277A3.1,5.957821925
UPP2,7.462454986
CXorf65,4.199175323
LOC101929897,6.142739606
LOC100507560,5.139012967
C8orf34.1,3.452405731
ESRG,3.545914814
FGF18.5,7.322115309
NA..3814,3.384494807
GRIN2A.1,3.086687307
DPPA3,3.084190358
FAM228A,3.592320662
PXDC1.1,5.756415327
NA..3815,5.308047479
PIH1D3,4.611115671
NA..3816,4.772011052
CTXN3,8.114013196
NA..3817,4.131307216
ZBTB43.4,7.061450438
AC005754.7,3.862344927
ATP8A2.2,3.990057154
FAM126A.2,4.175146423
LPPR5,3.058029055
SLC22A7.4,8.159057954
RAB3IP.4,6.605451346
NA..3818,4.317819618
NA..3819,6.261508438
LOC100507507,5.801471393
TRIO.7,6.660329452
SPTY2D1.AS1.1,4.934483506
SPACA7,3.770890602
ORAI2.5,6.373353972
FOXH1.1,4.622937071
TMEM92,4.140811591
NA..3820,4.583527923
NA..3821,3.745078973
LHFP.1,9.783726019
LOC101929709,5.545590491
RP1.202O8.3,3.973694921
NA..3822,4.328004609
WBSCR22.1,5.237885838
DHDH,7.704151502
NA..3823,3.090266294
NA..3824,3.786183368
LOC100505555.3,5.494815717
GGN,4.266613715
LINC00710,3.560655525
TYSND1.2,6.048894797
ANKRD16.1,5.635958711
SLC5A12.2,8.367939638
PLCZ1,3.17281414
NA..3825,8.514675614
LOC284648,4.34464747
NA..3826,5.268667012
TRABD2A.1,5.085223569
FAM181B.2,4.582748267
AL832909.1,7.171672705
NA..3827,3.434748219
LOC100506929,4.577103667
LOC100505841,4.441587887
C7orf34.1,3.704345712
LOC101928134,6.096477946
SLC35D2.2,7.644847196
CDH8.2,2.904106536
FAM84A.3,3.430191842
LINC00943,5.24122823
C7orf62,4.445250048
ZPBP2,3.470542549
ELFN1.AS1,4.909590873
MIR7515,4.474960161
PAX1.2,4.028999855
LOC101928162,3.709196081
LINC00851,6.605006523
ADAD1,4.67008053
NA..3828,3.594342467
NA..3829,4.970676194
NA..3830,4.339399033
HRASLS5.1,5.156748132
C17orf105,3.414925509
PLAC4.2,4.824091014
LINC00487,3.208930209
NA..3831,3.794132821
NA..3832,6.274055552
LINC00658,4.567582386
LOC101927839,4.517565326
RP11.320N7.2,4.470328587
KRT71,3.790686659
TMEM114,5.506912992
CNTD1,5.056989646
NA..3833,3.355239819
NA..3834,3.742557703
FAM71F1,3.768336306
NA..3835,5.270581791
SH3BP4.1,5.969831683
NTRK3.AS1,5.553621592
LINC00664.1,3.304479365
NA..3836,4.028999855
FBXO15,5.797443979
LOC100506530,3.210329962
KHDC3L,4.461642699
TBC1D21,4.79847486
NA..3837,5.333177508
NA..3838,4.286731457
LOC729966.3,3.620064032
TTC33.1,4.524885682
SLC6A19.1,6.531392371
CCNB3,4.504324687
LINC01206.1,4.397717062
LOC100505985,7.173743772
NA..3839,3.846665333
LOC100505540,5.529338067
NA..3840,3.246841194
COX8C,3.122037005
OTP.1,4.561684896
CREG2.1,3.151278817
NA..3841,3.347508792
LINC00113,5.537420562
LOC101060004,4.686172699
NA..3842,6.484102258
NA..3843,3.081580674
NA..3844,3.012888289
FCAMR,6.992143672
ZBTB20.AS1,5.098660908
NA..3845,4.163817965
NA..3846,4.332428857
BOLA2.4,4.562704545
NA..3847,3.669858658
NA..3848,4.366957211
LOC102546299.1,3.362952319
CCDC148.1,5.859084214
SFXN4.3,6.511025049
NA..3849,3.129046195
NA..3850,3.445679921
NA..3851,3.826940602
PPP1R17.1,5.02646839
NA..3852,4.085066133
NA..3853,5.286285558
ATP13A4.AS1,3.056560347
NA..3854,6.86597945
C1orf94,5.923495746
CTD.2286N8.2,3.207001431
AL022341.3,5.900863226
ZYG11A,4.855112016
LINC00922,5.600720786
NA..3855,4.084659321
SLC35F3.1,3.530731045
LOC102725436,5.580005748
C20orf144,4.104720786
FGF14.3,3.298162418
KCNAB1.4,6.020482975
IQCF5,4.006639453
NA..3856,4.176990709
FLJ36840,4.230715327
NA..3857,3.781692759
MEG3.7,3.819367085
C11orf1.2,7.73097671
FANCD2OS,5.410944702
NCAM1.6,4.151648625
NA..3858,5.948722233
CDK1.3,3.524864811
ROPN1.1,4.233545828
NA..3859,3.580605375
NA..3860,5.708252488
C11orf1.3,4.965861368
NA..3861,3.308486713
LOC100130691,7.002330359
SPAG5.AS1,5.564646353
SPAG5.AS1.1,5.4163731
PLEKHA8.3,4.421197662
POLR3G.2,2.984489365
NA..3862,4.83858135
NA..3863,5.203010872
ZBTB37.2,3.680554278
FOXO3.6,5.193067058
C1orf158,4.844269419
NA..3864,7.652148157
C1orf234,3.380369076
NA..3865,7.19795311
MICAL3.2,7.020546393
TPD52L3,5.63441224
NA..3866,3.363091533
NA..3867,4.044979689
LOC102724842,3.94042118
