"Probe ID","Expression Value"
"225172_at",6.03509706
"225173_at",7.126394445
"225174_at",9.100762572
"225175_s_at",8.109467027
"225176_at",9.210614508
"225177_at",8.417809834
"225178_at",7.501772399
"225179_at",8.587054306
"225180_at",9.039101559
"225181_at",7.576064993
"225182_at",10.07530524
"225183_at",8.906517712
"225184_at",6.010471216
"225185_at",8.547764649
"225186_at",6.209331677
"225187_at",6.697294872
"225188_at",8.007433849
"225189_s_at",8.263579799
"225190_x_at",11.22245029
"225191_at",8.979455046
"225192_at",7.710410425
"225193_at",6.107622567
"225194_at",8.74064407
"225195_at",6.450974847
"225196_s_at",8.559700563
"225197_at",8.105251184
"225198_at",8.508100985
"225199_at",9.455053963
"225200_at",8.107618381
"225201_s_at",8.560070579
"225202_at",10.08803635
"225203_at",9.176995201
"225204_at",9.084898725
"225205_at",8.858990463
"225206_s_at",7.256670986
"225207_at",9.670603182
"225208_s_at",7.718978055
"225209_s_at",7.358209634
"225210_s_at",7.802017012
"225211_at",7.144975917
"225212_at",6.845532584
"225213_at",8.899296429
"225214_at",7.8714587
"225215_s_at",8.055833523
"225216_at",8.112256665
"225217_s_at",7.485738149
"225218_at",7.535959286
"225219_at",8.438689103
"225220_at",10.01249888
"225221_at",9.665814713
"225222_at",8.829536727
"225223_at",7.697077203
"225224_at",8.172240309
"225225_at",10.20565037
"225226_at",6.815111564
"225227_at",8.430182335
"225228_at",7.621865116
"225229_at",8.876591286
"225230_at",8.410318065
"225231_at",7.376387494
"225232_at",9.469337618
"225233_at",4.883324766
"225234_at",6.777782095
"225235_at",7.714134029
"225236_at",8.008058978
"225237_s_at",7.605946359
"225238_at",5.545752604
"225239_at",11.14268627
"225240_s_at",8.672361904
"225241_at",6.393240393
"225242_s_at",6.573198326
"225243_s_at",8.021075999
"225244_at",7.900643782
"225245_x_at",8.990188585
"225246_at",7.115835958
"225247_at",7.123453096
"225248_at",6.623759139
"225249_at",5.342275187
"225250_at",4.855441936
"225251_at",7.890933737
"225252_at",8.069330234
"225253_s_at",7.644321325
"225254_at",6.854254219
"225255_at",6.163477916
"225256_at",7.988322533
"225257_at",6.754907715
"225258_at",8.42733025
"225259_at",6.506865741
"225260_s_at",10.21499697
"225261_x_at",9.153131114
"225262_at",8.115920917
"225263_at",8.805974039
"225264_at",8.721327588
"225265_at",6.349851534
"225266_at",8.141694322
"225267_at",8.354304283
"225268_at",9.149678894
"225269_s_at",9.376435049
"225270_at",7.80960978
"225271_at",7.133012954
"225272_at",10.66656446
"225273_at",7.270802088
"225274_at",11.29116491
"225275_at",9.178802377
"225276_at",8.415622608
"225277_at",8.230857232
"225278_at",8.128719245
"225279_s_at",5.313149025
"225280_x_at",8.6243321
"225281_at",8.615463745
"225282_at",7.392025105
"225283_at",8.774994105
"225284_at",9.271873305
"225285_at",5.475146868
"225286_at",9.514429514
"225287_s_at",7.421133618
"225288_at",8.654673821
"225289_at",7.954022877
"225290_at",8.648835587
"225291_at",8.479394599
"225292_at",7.043023433
"225293_at",9.29240984
"225294_s_at",8.729443093
"225295_at",7.898337421
"225296_at",7.519200003
"225297_at",7.190028192
"225298_at",9.203178489
"225299_at",8.315092508
"225300_at",6.195764516
"225301_s_at",9.553483785
"225302_at",7.893588514
"225303_at",6.025439748
"225304_s_at",9.669605904
"225305_at",8.277775436
"225306_s_at",8.662775855
"225307_at",7.438827984
"225308_s_at",8.536858044
"225309_at",6.817875019
"225310_at",9.263655571
"225311_at",8.979531916
"225312_at",10.3859117
"225313_at",7.322963681
"225314_at",10.68429808
"225315_at",8.645856076
"225316_at",5.843357576
"225317_at",6.66803588
"225318_at",8.238979991
"225319_s_at",7.671475544
"225320_at",7.488092979
"225321_s_at",9.806894667
"225322_s_at",5.93123316
"225323_at",6.660123966
"225324_at",8.823734177
"225325_at",8.170879342
"225326_at",7.650285361
"225327_at",8.62954259
"225328_at",5.429879972
"225329_at",7.746773884
"225330_at",9.593848158
"225331_at",9.151044365
"225332_at",8.699206672
"225333_at",4.936748183
"225334_at",9.645283945
"225335_at",6.892269607
"225336_at",9.238733654
"225337_at",8.255968876
"225338_at",9.075187955
"225339_at",8.64156024
"225340_s_at",10.08898547
"225341_at",7.469362668
"225342_at",12.17829807
"225343_at",9.443797183
"225344_at",10.47214053
"225345_s_at",4.450099686
"225346_at",8.340314736
"225347_at",7.227137828
"225348_at",6.380205258
"225349_at",5.213431072
"225350_s_at",9.66154239
"225351_at",8.53660369
"225352_at",9.009257653
"225353_s_at",7.828148401
"225354_s_at",7.789505173
"225355_at",8.036925866
"225356_at",9.299463303
"225357_s_at",7.434513166
"225358_at",9.544646836
"225359_at",9.339062976
"225360_at",6.79682909
"225361_x_at",7.951484593
"225362_at",5.595702209
"225363_at",10.36696086
"225364_at",8.096487623
"225365_at",9.124915757
"225366_at",5.641877222
"225367_at",7.013788044
"225368_at",10.84525487
"225369_at",7.670707345
"225370_at",7.221825364
"225371_at",7.18854178
"225372_at",5.155092385
"225373_at",7.171736463
"225374_at",7.925830374
"225375_at",7.390019736
"225376_at",8.026210374
"225377_at",6.293627804
"225378_at",7.503783693
"225379_at",7.501080613
"225380_at",6.936203679
"225381_at",6.312446742
"225382_at",7.515735713
"225383_at",7.699874104
"225384_at",8.169276777
"225385_s_at",5.913629264
"225386_s_at",8.026760495
"225387_at",6.238203409
"225388_at",5.788223664
"225389_at",8.43642492
"225390_s_at",9.004852656
"225391_at",7.251282116
"225392_at",8.544027233
"225393_at",6.549167835
"225394_s_at",9.226643284
"225395_s_at",8.297885909
"225396_at",6.967109707
"225397_at",7.066399928
"225398_at",7.56186907
"225399_at",7.690375603
"225400_at",6.637220213
"225401_at",8.519763449
"225402_at",5.509065655
"225403_at",8.350692248
"225404_at",9.182228031
"225405_at",8.666356324
"225406_at",9.645872719
"225407_at",8.775970261
"225408_at",6.434133504
"225409_at",8.608744635
"225410_at",8.135875973
"225411_at",5.810951054
"225412_at",6.499658166
"225413_at",12.50634904
"225414_at",9.039097042
"225415_at",7.939987097
"225416_at",8.576932062
"225417_at",7.99769424
"225418_at",8.024455468
"225419_at",8.55491054
"225420_at",5.481860714
"225421_at",7.988460422
"225422_at",8.656194384
"225423_x_at",4.932428282
"225424_at",6.439293789
"225425_s_at",8.884412073
"225426_at",7.840768119
"225427_s_at",9.628865364
"225428_s_at",7.156885409
"225429_at",7.847559018
"225430_at",8.468837502
"225431_x_at",7.371811574
"225432_s_at",6.669342519
"225433_at",7.998880475
"225434_at",8.017793878
"225435_at",8.462961745
"225436_at",7.7565249
"225437_s_at",6.209595708
"225438_at",3.627548056
"225439_at",7.197257259
"225440_at",10.25374034
"225441_x_at",8.929098806
"225442_at",7.701925451
"225443_at",7.623812114
"225444_at",7.057950973
"225445_at",8.085495895
"225446_at",6.877913979
"225447_at",6.8687824
"225448_at",7.732872099
"225449_at",6.395425067
"225450_at",7.562606291
"225451_at",6.825353459
"225452_at",6.058171974
"225453_x_at",4.007799393
"225454_at",6.948688063
"225455_at",8.211261137
"225456_at",7.203688371
"225457_s_at",10.75871557
"225458_at",9.986177643
"225459_at",5.174669023
"225460_at",9.266691157
"225461_at",6.908139794
"225462_at",8.594192602
"225463_x_at",9.536588004
"225464_at",6.2829668
"225465_at",8.408003904
"225466_at",7.097746622
"225467_s_at",6.881819773
"225468_at",6.911302607
"225469_at",10.03572969
"225470_at",7.500918134
"225471_s_at",7.145158035
"225472_at",8.445666204
"225473_at",6.350246474
"225474_at",8.084620788
"225475_at",8.576179375
"225476_at",5.867071058
"225477_s_at",8.808977964
"225478_at",8.747973988
"225479_at",9.178803632
"225480_at",8.653144001
"225481_at",6.221906383
"225482_at",6.032117799
"225483_at",7.194615953
"225484_at",6.274816992
"225485_at",5.924584606
"225486_at",6.493954752
"225487_at",5.589401528
"225488_at",6.061305173
"225489_at",8.391011223
"225490_at",6.869428098
"225491_at",3.614625073
"225492_at",9.451602534
"225493_at",7.838714437
"225494_at",9.419104949
"225495_x_at",4.041641143
"225496_s_at",8.421294875
"225497_at",8.599273289
"225498_at",10.2004186
"225499_at",7.82483386
"225500_x_at",5.284994652
"225501_at",7.914672306
"225502_at",7.461629186
"225503_at",8.112396575
"225504_at",7.748989715
"225505_s_at",7.129597515
"225506_at",8.070750939
"225507_at",8.266432016
"225508_at",7.925405309
"225509_at",8.672836322
"225510_at",8.70874226
"225511_at",7.031363381
"225512_at",9.507203877
"225513_at",6.888535417
"225514_at",6.233196662
"225515_s_at",9.077066756
"225516_at",7.596239583
"225517_at",8.851355924
"225518_x_at",3.340145703
"225519_at",8.582859748
"225520_at",6.375067764
"225521_at",6.751394814
"225522_at",9.162658084
"225523_at",9.586889063
"225524_at",8.137915217
"225525_at",8.594908282
"225526_at",8.645807445
"225527_at",7.288234458
"225528_at",8.850708771
"225529_at",6.390677587
"225530_at",7.389389069
"225531_at",7.039991056
"225532_at",7.46959808
"225533_at",6.685593184
"225534_at",10.29978567
"225535_s_at",10.08426378
"225536_at",6.699126163
"225537_at",7.511468847
"225538_at",7.762645977
"225539_at",7.51706572
"225540_at",6.092431589
"225541_at",7.476025507
"225542_at",5.092414432
"225543_at",7.199635483
"225544_at",7.371932758
"225545_at",7.734523579
"225546_at",7.186888143
"225547_at",10.18490428
"225548_at",7.312270516
"225549_at",9.40708991
"225550_at",7.733829804
"225551_at",6.320409862
"225552_x_at",10.24822822
"225553_at",7.417561471
"225554_s_at",8.634760971
"225555_x_at",5.701375478
"225556_at",9.510038361
"225557_at",6.336632812
"225558_at",8.808961246
"225559_at",7.622266237
"225560_at",6.71544151
"225561_at",8.391752452
"225562_at",6.075828299
"225563_at",9.354778629
"225564_at",8.665204817
"225565_at",7.066272456
"225566_at",5.865652084
"225567_at",5.669922771
"225568_at",8.395117601
"225569_at",7.641149594
"225570_at",8.240748716
"225571_at",6.8804557
"225572_at",7.872888184
"225573_at",9.11096237
"225574_at",8.694442036
"225575_at",9.947272562
"225576_at",9.329541983
"225577_at",6.394247042
"225578_at",7.707823217
"225579_at",8.653597508
"225580_at",6.881557072
"225581_s_at",7.801630274
"225582_at",6.636395675
"225583_at",9.198722124
"225584_at",6.255516819
"225585_at",8.666656059
"225586_at",6.525627212
"225587_at",7.760413556
"225588_s_at",6.352470062
"225589_at",8.403194109
"225590_at",5.028957222
"225591_at",8.480242155
"225592_at",7.227285853
"225593_at",7.858665837
"225594_at",8.045309842
"225595_at",6.576730934
"225596_at",7.905675122
"225597_at",6.883328793
"225598_at",7.859653668
"225599_s_at",6.62961103
"225600_at",7.674235457
"225601_at",7.059342932
"225602_at",7.04490653
"225603_s_at",7.953347989
"225604_s_at",5.191194234
"225605_at",6.725561125
"225606_at",8.759705306
"225607_at",7.206808298
"225608_at",7.924848875
"225609_at",8.477848283
"225610_at",8.525737206
"225611_at",8.587846564
"225612_s_at",6.293059263
"225613_at",7.727792612
"225614_at",6.417141998
"225615_at",6.015977708
"225616_at",7.293142345
"225617_at",6.295549079
"225618_at",7.566709315
"225619_at",4.492403518
"225620_at",6.74409458
"225621_at",8.963693853
"225622_at",4.750006151
"225623_at",7.367621762
"225624_at",8.6408913
"225625_at",6.372590008
"225626_at",7.429280102
"225627_s_at",7.309679147
"225628_s_at",7.163308351
"225629_s_at",8.741570732
"225630_at",4.686985847
"225631_at",5.029466779
"225632_s_at",6.876521933
"225633_at",7.40845191
"225634_at",9.21610182
"225635_s_at",7.319467392
"225636_at",9.479380412
"225637_at",8.424403966
"225638_at",8.157517655
"225639_at",8.941430835
"225640_at",8.231670244
"225641_at",7.369505874
"225642_at",6.015687641
"225643_at",8.959728179
"225644_at",7.597196234
"225645_at",10.39426232
"225646_at",7.285961385
"225647_s_at",9.509186419
"225648_at",7.099364001
"225649_s_at",8.975695024
"225650_at",6.176492062
"225651_at",8.509477189
"225652_at",7.385091324
"225653_at",7.446708589
"225654_at",5.313454533
"225655_at",4.176049089
"225656_at",8.087082007
"225657_at",8.433732661
"225658_at",8.539607942
"225659_at",7.271177219
"225660_at",6.123789086
"225661_at",7.35813963
"225662_at",6.523830034
"225663_at",9.882680833
"225664_at",8.506960979
"225665_at",6.980929761
"225666_at",8.239232512
"225667_s_at",5.99479346
"225668_at",4.53695541
"225669_at",7.488203317
"225670_at",7.571960495
"225671_at",8.287468451
"225672_at",7.963919222
"225673_at",7.786018653
"225674_at",7.855908855
"225675_at",7.701556695
"225676_s_at",9.103716043
"225677_at",7.518312583
"225678_at",7.325964898
"225679_at",7.581820758
"225680_at",6.871731082
"225681_at",5.454342139
"225682_s_at",7.602202787
"225683_x_at",7.168660783
"225684_at",8.640004138
"225685_at",7.536997156
"225686_at",6.380119895
"225687_at",7.323063321
"225688_s_at",10.3111902
"225689_at",7.43179234
"225690_at",6.469799971
"225691_at",6.209348932
"225692_at",10.04269689
"225693_s_at",10.05047219
"225694_at",6.419790663
"225695_at",8.171288997
"225696_at",6.223223513
"225697_at",6.914095226
"225698_at",9.216830094
"225699_at",6.757299062
"225700_at",5.630350302
"225701_at",6.0126685
"225702_at",4.968983927
"225703_at",7.611973673
"225704_at",7.862477127
"225705_at",7.649346247
"225706_at",7.75595484
"225707_at",7.602580035
"225708_at",7.637996916
"225709_at",6.073611362
"225710_at",7.35262972
"225711_at",4.467069211
"225712_at",6.867180506
"225713_at",6.314777207
"225714_s_at",3.893291651
"225715_at",6.375067764
"225716_at",8.480242155
"225717_at",4.856169371
"225718_at",6.94169041
"225719_s_at",7.260116798
"225720_at",6.4862914
"225721_at",7.206588454
"225722_at",5.442049232
"225723_at",7.008997424
"225724_at",8.235523106
"225725_at",7.75278032
"225726_s_at",8.484054382
"225727_at",7.668605256
"225728_at",9.194841847
"225729_at",8.225880346
"225730_s_at",6.44152677
"225731_at",7.151652865
"225732_at",8.043521327
"225733_at",6.356916938
"225734_at",8.114086937
"225735_at",4.898765794
"225736_at",7.977377479
"225737_s_at",6.138402169
"225738_at",6.247380466
"225739_at",6.864585049
"225740_x_at",8.82540723
"225741_at",7.359929715
"225742_at",7.808270916
"225743_at",7.712169219
"225744_at",6.610269381
"225745_at",8.774207661
"225746_at",4.915815614
"225747_at",8.042239109
"225748_at",7.882554822
"225749_at",7.147417639
"225750_at",8.094402914
"225751_at",7.31410342
"225752_at",7.647586735
"225753_at",6.289660083
"225754_at",6.843266805
"225755_at",7.275791956
"225756_at",5.990873808
"225757_s_at",7.466145014
"225758_s_at",5.485139604
"225759_x_at",6.773532787
"225760_at",7.906008269
"225761_at",8.022662355
"225762_x_at",6.163798896
"225763_at",6.430597316
"225764_at",7.283516293
"225765_at",8.364037082
"225766_s_at",8.079087662
"225767_at",5.396272624
"225768_at",8.310843889
"225769_at",8.405411777
"225770_at",8.866959583
"225771_at",9.135595082
"225772_s_at",9.174229599
"225773_at",8.203043118
"225774_at",7.123835194
"225775_at",9.40140061
"225776_at",6.999103144
"225777_at",6.547500516
"225778_at",7.559702063
"225779_at",7.100280022
"225780_at",8.082642644
"225781_at",7.270043148
"225782_at",6.875346458
"225783_at",7.856272783
"225784_s_at",6.633785909
"225785_at",8.10523623
"225786_at",7.69077001
"225787_at",8.244473095
"225788_at",7.934041522
"225789_at",7.701762971
"225790_at",5.432360186
"225791_at",6.659446081
"225792_at",8.739283106
"225793_at",8.0314697
"225794_s_at",10.54171369
"225795_at",9.914018529
"225796_at",7.950155079
"225797_at",8.710968897
"225798_at",6.015746534
"225799_at",7.529572528
"225800_at",4.738113013
"225801_at",3.863999118
"225802_at",6.689284883
"225803_at",5.268756477
"225804_at",8.251842987
"225805_at",6.914827414
"225806_at",8.262164827
"225807_at",5.444681908
"225808_at",9.115438244
"225809_at",9.641462667
"225810_at",9.046867259
"225811_at",8.869600886
"225812_at",7.385155792
"225813_at",7.587437145
"225814_at",8.359993589
"225815_at",4.643502197
"225816_at",9.041831215
"225817_at",11.23908488
"225818_s_at",6.784502791
"225819_at",6.887760078
"225820_at",7.071565033
"225821_s_at",8.082407677
"225822_at",7.522772968
"225823_at",8.94468434
"225824_at",8.150902534
"225825_at",7.746222613
"225826_at",7.958193342
"225827_at",6.809964774
"225828_at",4.99405409
"225829_at",6.170541737
"225830_at",5.028240036
"225831_at",7.75459317
"225832_s_at",6.109275386
"225833_at",5.110725742
"225834_at",4.22286693
"225835_at",7.080307209
"225836_s_at",5.039926318
"225837_at",6.527621621
"225838_at",7.250946764
"225839_at",7.120876766
"225840_at",7.608260028
"225841_at",5.784364106
"225842_at",7.060250093
"225843_at",6.790525966
"225844_at",7.986133403
"225845_at",10.01635581
"225846_at",8.070415716
"225847_at",8.037294278
"225848_at",6.960791281
"225849_s_at",9.72045764
"225850_at",9.846443194
"225851_at",7.711701291
"225852_at",8.554401246
"225853_at",8.137984212
"225854_x_at",4.854302707
"225855_at",8.442446727
"225856_at",7.728053707
"225857_s_at",6.442146014
"225858_s_at",7.898936509
"225859_at",7.097933027
"225860_at",8.461282414
"225861_at",8.370113829
"225862_at",7.693753784
"225863_s_at",7.837347268
"225864_at",10.48505631
"225865_x_at",9.147212822
"225866_at",7.701972572
"225867_at",6.812725213
"225868_at",7.360350254
"225869_s_at",5.820106627
"225870_s_at",8.086936131
"225871_at",8.195157106
"225872_at",9.66855317
"225873_at",4.715192571
"225874_at",6.625972865
"225875_s_at",7.605667941
"225876_at",7.979105374
"225877_at",6.070962054
"225878_at",6.692453299
"225879_at",8.254581112
"225880_at",8.373659809
"225881_at",8.381535148
"225882_at",7.194161516
"225883_at",6.09508665
"225884_s_at",7.520601467
"225885_at",8.453501487
"225886_at",8.725556946
"225887_at",7.492308866
"225888_at",6.526192181
"225889_at",7.599584372
"225890_at",8.454113987
"225891_at",6.67168745
"225892_at",8.369011444
"225893_at",8.60771286
"225894_at",5.046553577
"225895_at",7.40596235
"225896_at",6.671765014
"225897_at",8.51427983
"225898_at",8.077116895
"225899_x_at",8.257783084
"225900_at",6.874309213
"225901_at",7.290923319
"225902_at",7.402771817
"225903_at",6.959337847
"225904_at",5.962884927
"225905_s_at",6.868380464
"225906_at",8.156510413
"225907_at",5.308042621
"225908_at",9.341446643
"225909_at",6.127341218
"225910_at",7.396403493
"225911_at",8.699125085
"225912_at",9.238414794
"225913_at",8.874495661
"225914_s_at",6.321886117
"225915_at",7.147417639
"225916_at",4.684113087
"225917_at",8.474391795
"225918_at",8.245274761
"225919_s_at",6.353838122
"225920_at",6.375067764
"225921_at",8.211773145
"225922_at",9.809490372
"225923_at",8.21084447
"225924_at",8.672741359
"225925_s_at",7.641940461
"225926_at",8.440897716
"225927_at",8.935057453
"225928_at",7.196085324
"225929_s_at",8.086509496
"225930_at",7.629197905
"225931_s_at",8.01610027
"225932_s_at",10.6632665
"225933_at",6.25592494
"225934_at",4.616590627
"225935_at",7.133027036
"225936_at",7.368741379
"225937_at",4.315262549
"225939_at",4.377689771
"225940_at",7.433457247
"225941_at",8.100426947
"225942_at",4.824214975
"225943_at",7.125439298
"225944_at",7.211181437
"225945_at",9.436239055
"225946_at",8.255532383
"225947_at",7.800158242
"225948_at",7.790645595
"225949_at",7.745925602
"225950_at",7.429696908
"225951_s_at",9.907905644
"225952_at",5.886126877
"225953_at",8.955338877
"225954_s_at",6.832543181
"225955_at",7.762249453
"225956_at",8.167148205
"225957_at",8.137915217
"225958_at",7.252448215
"225959_s_at",6.493206331
"225960_at",3.470608912
"225961_at",6.978100929
"225962_at",4.89266871
"225963_at",5.983487601
"225964_at",7.26681209
"225965_at",5.387959803
"225966_at",4.783556729
"225967_s_at",8.807557639
"225968_at",7.316149492
"225969_at",6.229869408
"225970_at",4.801446654
"225971_at",5.965705287
"225972_at",6.68576204
"225973_at",6.86075921
"225974_at",8.938498494
"225975_at",8.030995321
"225976_at",7.93682927
"225977_at",6.149022278
"225978_at",6.124084735
"225979_at",5.451920621
"225980_at",6.589253307
"225981_at",6.488650711
"225982_at",7.257342885
"225983_s_at",3.887935265
"225984_at",7.740477716
"225985_at",7.352019846
"225986_x_at",7.18695423
"225987_at",6.894111305
"225988_at",7.835785556
"225989_at",8.12688683
"225990_at",7.131052895
"225991_at",7.233240595
"225992_at",8.405267063
"225993_at",7.137822754
"225994_at",6.810771968
"225995_x_at",8.13950124
"225996_at",6.091441286
"225997_at",9.894750394
"225998_at",7.481240301
"225999_at",5.235908897
"226000_at",8.197842083
"226001_at",8.294835428
"226002_at",7.032777218
"226003_at",8.661318691
"226004_at",5.984995017
"226005_at",7.647051657
"226006_at",8.723940193
"226007_at",8.692103676
"226008_at",6.388350598
"226009_at",8.302240413
"226010_at",7.730267399
"226011_at",8.693134667
"226012_at",7.294130205
"226013_at",7.02093763
"226014_at",4.970431094
"226015_at",8.911112984
"226016_at",8.493683652
"226017_at",7.685697374
"226018_at",9.277645836
"226019_at",8.631016882
"226020_s_at",8.975923173
"226021_at",9.03347448
"226022_at",9.98693095
"226023_at",6.278940684
"226024_at",9.370030125
"226025_at",8.889326173
"226026_at",7.881827483
"226027_at",7.111598439
"226028_at",7.159880633
"226029_at",4.99405409
"226030_at",10.50096674
"226031_at",9.223189513
"226032_at",7.598313741
"226033_at",7.059342932
"226034_at",5.077838778
"226035_at",7.628583402
"226036_x_at",4.2421877
"226037_s_at",7.73346372
"226038_at",8.059551111
"226039_at",9.623242914
"226040_at",7.142113532
"226041_at",9.230919532
"226042_at",6.933942376
"226043_at",7.448877288
"226044_at",6.152046096
"226045_at",6.542541669
"226046_at",5.831722295
"226047_at",7.484506837
"226048_at",7.81883938
"226049_at",7.372772287
"226050_at",8.973589146
"226051_at",8.408583517
"226052_at",8.557109557
"226053_at",7.252087923
"226054_at",6.410765656
"226055_at",7.326963424
"226056_at",6.107267636
"226057_at",3.818108747
"226058_at",6.763482547
"226059_at",6.901740025
"226060_at",6.49011753
"226061_s_at",4.206596645
"226062_x_at",8.468717943
"226063_at",7.675297371
"226064_s_at",5.910698324
"226065_at",7.254366604
"226066_at",9.07788258
"226067_at",4.058966817
"226068_at",7.66215624
"226069_at",6.366752161
"226070_at",7.105308302
"226071_at",3.753030431
"226072_at",7.844575245
"226073_at",7.998399754
"226074_at",6.101780669
"226075_at",5.584318564
"226076_s_at",5.586155486
"226077_at",8.967082016
"226078_at",6.630274104
"226079_at",6.860860683
"226080_at",7.59137846
"226081_at",7.294744894
"226082_s_at",6.48995797
"226083_at",5.301546823
"226084_at",6.947038609
"226085_at",8.513254694
"226086_at",8.455145429
"226087_at",6.629535845
"226088_at",6.80909912
"226089_at",5.852175219
"226090_x_at",6.932642006
"226091_s_at",11.90100596
"226092_at",9.129497046
"226093_at",6.528454797
"226094_at",8.983589145
"226095_s_at",8.645529789
"226096_at",5.561840395
"226097_at",5.836945817
"226098_at",9.021277601
"226099_at",7.893517391
"226100_at",7.422424161
"226101_at",7.329376728
"226102_at",7.833880407
"226103_at",6.417461307
"226104_at",8.122484307
"226105_at",6.416980592
"226106_at",9.338525397
"226107_at",6.835623148
"226108_at",6.39540477
"226109_at",7.549736112
"226110_at",9.194970895
"226111_s_at",6.255496198
"226112_at",9.042073095
"226113_at",7.236111135
"226114_at",6.668125884
"226115_at",7.359313863
"226116_at",8.468714811
"226117_at",7.090573627
"226118_at",5.16104187
"226119_at",10.15361016
"226120_at",7.177687285
"226121_at",7.162000556
"226122_at",5.806298684
"226123_at",6.634466106
"226124_at",7.502399096
"226125_at",6.152927524
"226126_at",9.104697875
"226127_at",6.800478005
"226128_at",9.252365704
"226129_at",7.118383901
"226130_at",6.170698719
"226131_s_at",13.38807447
"226132_s_at",5.7009313
"226133_s_at",7.526329301
"226134_s_at",8.451530107
"226135_at",7.609069228
"226136_at",5.864413563
"226137_at",6.780182198
"226138_s_at",4.305731143
"226139_at",6.04711397
"226140_s_at",8.916465463
"226141_at",5.628484291
"226142_at",5.240070708
"226143_at",8.26463185
"226144_at",5.193127974
"226145_s_at",9.896740732
"226146_at",8.879908949
"226147_s_at",10.98751765
"226148_at",9.318132196
"226149_at",7.006910641
"226150_at",8.389768203
"226151_x_at",8.518145898
"226152_at",6.966141733
"226153_s_at",8.714322389
"226154_at",9.518739924
"226155_at",7.755071413
"226156_at",7.364731914
"226157_at",8.23058248
"226158_at",8.181246538
"226159_at",8.141261756
"226160_at",7.118383901
"226161_at",7.927981614
"226162_at",5.215233824
"226163_at",6.013023642
"226164_x_at",6.106940045
"226165_at",9.372117604
"226166_x_at",7.674235457
"226167_at",7.157182314
"226168_at",7.427527307
"226169_at",8.587036908
"226170_at",8.844958203
"226171_at",7.16493838
"226172_at",3.667331787
"226173_at",6.974832439
"226174_at",4.853799564
"226175_at",6.702513557
"226176_s_at",5.665593093
"226177_at",10.61413702
"226178_at",8.083521244
"226179_at",7.767112358
"226180_at",7.536997156
"226181_at",7.820412422
"226182_s_at",4.125171845
"226183_at",6.990449861
"226184_at",9.193128634
"226185_at",8.756426603
"226186_at",5.581106165
"226187_at",7.364836601
"226188_at",8.583034056
"226189_at",10.6539313
"226190_at",9.200788191
"226191_at",8.93539768
"226192_at",7.535762036
"226193_x_at",10.5728292
"226194_at",7.741233362
"226195_at",7.999944299
"226196_s_at",8.175780369
"226197_at",7.186653663
"226198_at",7.703517767
"226199_at",7.216810313
"226200_at",8.508408129
"226201_at",6.0412936
"226202_at",6.121577089
"226203_at",8.952218482
"226204_at",7.083501142
"226205_at",5.314420548
"226206_at",7.671763777
"226207_at",6.868042749
"226208_at",8.0283265
"226209_at",5.621933202
"226210_s_at",4.198370675
"226211_at",4.3747607
"226212_s_at",7.587758603
"226213_at",10.24190548
"226214_at",8.843521944
"226215_s_at",7.143314582
"226216_at",7.924848875
"226217_at",8.559700563
"226218_at",6.449688163
"226219_at",5.691023058
"226220_at",6.798101628
"226221_at",7.508759543
"226222_at",6.10854676
"226223_at",8.457236291
"226224_at",7.364992111
"226225_at",6.827812509
"226226_at",8.202467761
"226227_x_at",9.661071274
"226228_at",4.832232491
"226229_s_at",6.374313614
"226230_at",8.449868149
"226231_at",5.20123362
"226232_at",6.255993547
"226233_at",8.014970028
"226234_at",5.301996486
"226235_at",8.132551569
"226236_at",9.799800105
"226237_at",6.395406801
"226238_at",8.329792418
"226239_at",7.432249972
"226240_at",7.317002043
"226241_s_at",7.887631555
"226242_at",7.903466714
"226243_at",9.000720389
"226244_at",6.410472682
"226245_at",9.031465917
"226246_at",7.955966161
"226247_at",9.914496878
"226248_s_at",4.615745989
"226249_at",8.349031107
"226250_at",10.19872556
"226251_at",6.727887027
"226252_at",9.321213026
"226253_at",5.648203077
"226254_s_at",8.952753593
"226255_at",8.270695323
"226256_at",3.382707329
"226257_x_at",9.008440095
"226258_at",6.998387974
"226259_at",7.003424244
"226260_x_at",6.257207379
"226261_at",6.361186416
"226262_at",7.121253293
"226263_at",6.4862914
"226264_at",6.550610814
"226265_at",8.883603119
"226266_at",5.800997989
"226267_at",6.638204608
"226268_at",5.704938353
"226269_at",6.223012669
"226270_at",6.1304456
"226271_at",6.191747904
"226272_at",7.914974567
"226273_at",8.407735465
"226274_at",10.68223519
"226275_at",7.036459435
"226276_at",8.834668259
"226277_at",8.453210376
"226278_at",7.621865116
"226279_at",8.510836778
"226280_at",8.040197926
"226281_at",8.683031026
"226282_at",9.644615699
"226283_at",7.354894331
"226284_at",5.38000132
"226285_at",6.577599072
"226286_at",6.421226525
"226287_at",5.768315157
"226288_s_at",6.88449089
"226289_at",5.322102738
"226290_at",8.220978519
"226291_at",8.12439214
"226292_at",7.393596109
"226293_at",7.721328637
"226294_x_at",8.470843822
"226295_at",7.826711344
"226296_s_at",10.64659332
"226297_at",11.42365742
"226298_at",6.706180354
"226299_at",5.875305823
"226300_at",7.948737888
"226301_at",8.772653869
"226302_at",7.22644077
"226303_at",7.229229594
"226304_at",5.201105571
"226305_at",6.767356767
"226306_at",6.430582557
"226307_at",6.51650089
"226308_at",5.238325605
"226309_at",6.950234681
